Date,Product,Sales,Type,Lower_Bound,Upper_Bound
2025-01-19,Product B,694,Actual,694,694
2025-01-20,Product B,697,Actual,697,697
2025-01-21,Product B,713,Actual,713,713
2025-01-22,Product B,719,Actual,719,719
2025-01-23,Product B,697,Actual,697,697
2025-01-24,Product B,715,Actual,715,715
2025-01-25,Product B,709,Actual,709,709
2025-01-26,Product B,700,Actual,700,700
2025-01-27,Product B,713,Actual,713,713
2025-01-28,Product B,724,Actual,724,724
2025-01-29,Product B,727,Actual,727,727
2025-01-30,Product B,710,Actual,710,710
2025-01-31,Product B,703,Actual,703,703
2025-02-01,Product B,684,Actual,684,684
2025-02-02,Product B,724,Actual,724,724
2025-02-03,Product B,709,Actual,709,709
2025-02-04,Product B,718,Actual,718,718
2025-02-05,Product B,726,Actual,726,726
2025-02-06,Product B,718,Actual,718,718
2025-02-07,Product B,699,Actual,699,699
2025-02-08,Product B,690,Actual,690,690
2025-02-09,Product B,700,Actual,700,700
2025-02-10,Product B,732,Actual,732,732
2025-02-11,Product B,737,Actual,737,737
2025-02-12,Product B,747,Actual,747,747
2025-02-13,Product B,726,Actual,726,726
2025-02-14,Product B,724,Actual,724,724
2025-02-15,Product B,694,Actual,694,694
2025-02-16,Product B,723,Actual,723,723
2025-02-17,Product B,728,Actual,728,728
2025-02-18,Product B,732,Actual,732,732
2025-02-19,Product B,733,Actual,733,733
2025-02-20,Product B,734,Actual,734,734
2025-02-21,Product B,715,Actual,715,715
2025-02-22,Product B,717,Actual,717,717
2025-02-23,Product B,726,Actual,726,726
2025-02-24,Product B,731,Actual,731,731
2025-02-25,Product B,739,Actual,739,739
2025-02-26,Product B,770,Actual,770,770
2025-02-27,Product B,741,Actual,741,741
2025-02-28,Product B,736,Actual,736,736
2025-03-01,Product B,718,Actual,718,718
2025-03-02,Product B,737,Actual,737,737
2025-03-03,Product B,718,Actual,718,718
2025-03-04,Product B,763,Actual,763,763
2025-03-05,Product B,747,Actual,747,747
2025-03-06,Product B,718,Actual,718,718
2025-03-07,Product B,737,Actual,737,737
2025-03-08,Product B,726,Actual,726,726
2025-03-09,Product B,726,Actual,726,726
2025-03-10,Product B,747,Actual,747,747
2025-03-11,Product B,756,Actual,756,756
2025-03-12,Product B,759,Actual,759,759
2025-03-13,Product B,731,Actual,731,731
2025-03-14,Product B,734,Actual,734,734
2025-03-15,Product B,716,Actual,716,716
2025-03-16,Product B,736,Actual,736,736
2025-03-17,Product B,740,Actual,740,740
2025-03-18,Product B,765,Actual,765,765
2025-03-19,Product B,766,Actual,766,766
2025-03-20,Product B,749,Actual,749,749
2025-03-21,Product B,747,Actual,747,747
2025-03-22,Product B,730,Actual,730,730
2025-03-23,Product B,738,Actual,738,738
2025-03-24,Product B,746,Actual,746,746
2025-03-25,Product B,763,Actual,763,763
2025-03-26,Product B,756,Actual,756,756
2025-03-27,Product B,756,Actual,756,756
2025-03-28,Product B,747,Actual,747,747
2025-03-29,Product B,714,Actual,714,714
2025-03-30,Product B,736,Actual,736,736
2025-03-31,Product B,738,Actual,738,738
2025-04-01,Product B,758,Actual,758,758
2025-04-02,Product B,775,Actual,775,775
2025-04-03,Product B,763,Actual,763,763
2025-04-04,Product B,756,Actual,756,756
2025-04-05,Product B,734,Actual,734,734
2025-04-06,Product B,754,Actual,754,754
2025-04-07,Product B,748,Actual,748,748
2025-04-08,Product B,775,Actual,775,775
2025-04-09,Product B,775,Actual,775,775
2025-04-10,Product B,752,Actual,752,752
2025-04-11,Product B,755,Actual,755,755
2025-04-12,Product B,716,Actual,716,716
2025-04-13,Product B,735,Actual,735,735
2025-04-14,Product B,751,Actual,751,751
2025-04-15,Product B,752,Actual,752,752
2025-04-16,Product B,765,Actual,765,765
2025-04-17,Product B,753,Actual,753,753
2025-04-18,Product B,743,Actual,743,743
2025-04-19,Product B,742,Actual,742,742
2025-04-20,Product B,712,Actual,712,712
2025-04-21,Product B,757,Actual,757,757
2025-04-22,Product B,755,Actual,755,755
2025-04-23,Product B,761,Actual,761,761
2025-04-24,Product B,749,Actual,749,749
2025-04-25,Product B,746,Actual,746,746
2025-04-26,Product B,732,Actual,732,732
2025-04-27,Product B,737,Actual,737,737
2025-04-28,Product B,767,Actual,767,767
2025-04-29,Product B,767,Actual,767,767
2025-04-30,Product B,780,Actual,780,780
2025-05-01,Product B,765,Actual,765,765
2025-05-02,Product B,743,Actual,743,743
2025-05-03,Product B,759,Actual,759,759
2025-05-04,Product B,729,Actual,729,729
2025-05-05,Product B,743,Actual,743,743
2025-05-06,Product B,769,Actual,769,769
2025-05-07,Product B,764,Actual,764,764
2025-05-08,Product B,755,Actual,755,755
2025-05-09,Product B,735,Actual,735,735
2025-05-10,Product B,731,Actual,731,731
2025-05-11,Product B,712,Actual,712,712
2025-05-12,Product B,749,Actual,749,749
2025-05-13,Product B,755,Actual,755,755
2025-05-14,Product B,780,Actual,780,780
2025-05-15,Product B,758,Actual,758,758
2025-05-16,Product B,748,Actual,748,748
2025-05-17,Product B,736,Actual,736,736
2025-05-18,Product B,747,Actual,747,747
2025-05-19,Product B,749,Actual,749,749
2025-05-20,Product B,754,Actual,754,754
2025-05-21,Product B,756,Actual,756,756
2025-05-22,Product B,747,Actual,747,747
2025-05-23,Product B,732,Actual,732,732
2025-05-24,Product B,737,Actual,737,737
2025-05-25,Product B,729,Actual,729,729
2025-05-26,Product B,745,Actual,745,745
2025-05-27,Product B,762,Actual,762,762
2025-05-28,Product B,760,Actual,760,760
2025-05-29,Product B,755,Actual,755,755
2025-05-30,Product B,738,Actual,738,738
2025-05-31,Product B,718,Actual,718,718
2025-06-01,Product B,708,Actual,708,708
2025-06-02,Product B,745,Actual,745,745
2025-06-03,Product B,752,Actual,752,752
2025-06-04,Product B,767,Actual,767,767
2025-06-05,Product B,752,Actual,752,752
2025-06-06,Product B,729,Actual,729,729
2025-06-07,Product B,734,Actual,734,734
2025-06-08,Product B,727,Actual,727,727
2025-06-09,Product B,730,Actual,730,730
2025-06-10,Product B,742,Actual,742,742
2025-06-11,Product B,754,Actual,754,754
2025-06-12,Product B,755,Actual,755,755
2025-06-13,Product B,752,Actual,752,752
2025-06-14,Product B,704,Actual,704,704
2025-06-15,Product B,732,Actual,732,732
2025-06-16,Product B,737,Actual,737,737
2025-06-17,Product B,755,Actual,755,755
2025-06-18,Product B,756,Actual,756,756
2025-06-19,Product B,773,Actual,773,773
2025-06-20,Product B,742,Actual,742,742
2025-06-21,Product B,731,Actual,731,731
2025-06-22,Product B,735,Actual,735,735
2025-06-23,Product B,736,Actual,736,736
2025-06-24,Product B,752,Actual,752,752
2025-06-25,Product B,746,Actual,746,746
2025-06-26,Product B,768,Actual,768,768
2025-06-27,Product B,737,Actual,737,737
2025-06-28,Product B,747,Actual,747,747
2025-06-29,Product B,712,Actual,712,712
2025-06-30,Product B,730,Actual,730,730
2025-07-01,Product B,766,Actual,766,766
2025-07-02,Product B,753,Actual,753,753
2025-07-03,Product B,746,Actual,746,746
2025-07-04,Product B,730,Actual,730,730
2025-07-05,Product B,729,Actual,729,729
2025-07-06,Product B,721,Actual,721,721
2025-07-07,Product B,732,Actual,732,732
2025-07-08,Product B,743,Actual,743,743
2025-07-09,Product B,731,Actual,731,731
2025-07-10,Product B,760,Actual,760,760
2025-07-11,Product B,737,Actual,737,737
2025-07-12,Product B,717,Actual,717,717
2025-07-13,Product B,710,Actual,710,710
2025-07-14,Product B,737,Actual,737,737
2025-07-15,Product B,726,Actual,726,726
2025-07-16,Product B,745,Actual,745,745
2025-07-17,Product B,735,Actual,735,735
2025-07-18,Product B,712,Actual,712,712
2025-07-19,Product B,710,Actual,710,710
2025-07-20,Product B,717,Actual,717,717
2025-07-21,Product B,734,Actual,734,734
2025-07-22,Product B,732,Actual,732,732
2025-07-23,Product B,732,Actual,732,732
2025-07-24,Product B,731,Actual,731,731
2025-07-25,Product B,715,Actual,715,715
2025-07-26,Product B,725,Actual,725,725
2025-07-27,Product B,709,Actual,709,709
2025-07-28,Product B,721,Actual,721,721
2025-07-29,Product B,747,Actual,747,747
2025-07-30,Product B,730,Actual,730,730
2025-07-31,Product B,739,Actual,739,739
2025-08-01,Product B,705,Actual,705,705
2025-08-02,Product B,705,Actual,705,705
2025-08-03,Product B,706,Actual,706,706
2025-08-04,Product B,722,Actual,722,722
2025-08-05,Product B,745,Actual,745,745
2025-08-06,Product B,723,Actual,723,723
2025-08-07,Product B,707,Actual,707,707
2025-08-08,Product B,714,Actual,714,714
2025-08-09,Product B,707,Actual,707,707
2025-08-10,Product B,695,Actual,695,695
2025-08-11,Product B,717,Actual,717,717
2025-08-12,Product B,726,Actual,726,726
2025-08-13,Product B,732,Actual,732,732
2025-08-14,Product B,735,Actual,735,735
2025-08-15,Product B,707,Actual,707,707
2025-08-16,Product B,685,Actual,685,685
2025-08-17,Product B,707,Actual,707,707
2025-08-18,Product B,716,Actual,716,716
2025-08-19,Product B,745,Actual,745,745
2025-08-20,Product B,738,Actual,738,738
2025-08-21,Product B,702,Actual,702,702
2025-08-22,Product B,722,Actual,722,722
2025-08-23,Product B,699,Actual,699,699
2025-08-24,Product B,708,Actual,708,708
2025-08-25,Product B,712,Actual,712,712
2025-08-26,Product B,723,Actual,723,723
2025-08-27,Product B,735,Actual,735,735
2025-08-28,Product B,710,Actual,710,710
2025-08-29,Product B,707,Actual,707,707
2025-08-30,Product B,704,Actual,704,704
2025-08-31,Product B,705,Actual,705,705
2025-09-01,Product B,717,Actual,717,717
2025-09-02,Product B,721,Actual,721,721
2025-09-03,Product B,701,Actual,701,701
2025-09-04,Product B,731,Actual,731,731
2025-09-05,Product B,691,Actual,691,691
2025-09-06,Product B,685,Actual,685,685
2025-09-07,Product B,697,Actual,697,697
2025-09-08,Product B,704,Actual,704,704
2025-09-09,Product B,731,Actual,731,731
2025-09-10,Product B,723,Actual,723,723
2025-09-11,Product B,732,Actual,732,732
2025-09-12,Product B,702,Actual,702,702
2025-09-13,Product B,718,Actual,718,718
2025-09-14,Product B,709,Actual,709,709
2025-09-15,Product B,717,Actual,717,717
2025-09-16,Product B,712,Actual,712,712
2025-09-17,Product B,730,Actual,730,730
2025-09-18,Product B,748,Actual,748,748
2025-09-19,Product B,700,Actual,700,700
2025-09-20,Product B,692,Actual,692,692
2025-09-21,Product B,717,Actual,717,717
2025-09-22,Product B,707,Actual,707,707
2025-09-23,Product B,720,Actual,720,720
2025-09-24,Product B,715,Actual,715,715
2025-09-25,Product B,722,Actual,722,722
2025-09-26,Product B,714,Actual,714,714
2025-09-27,Product B,683,Actual,683,683
2025-09-28,Product B,713,Actual,713,713
2025-09-29,Product B,708,Actual,708,708
2025-09-30,Product B,718,Actual,718,718
2025-10-01,Product B,742,Actual,742,742
2025-10-02,Product B,725,Actual,725,725
2025-10-03,Product B,715,Actual,715,715
2025-10-04,Product B,679,Actual,679,679
2025-10-05,Product B,697,Actual,697,697
2025-10-06,Product B,737,Actual,737,737
2025-10-07,Product B,751,Actual,751,751
2025-10-08,Product B,726,Actual,726,726
2025-10-09,Product B,724,Actual,724,724
2025-10-10,Product B,716,Actual,716,716
2025-10-11,Product B,706,Actual,706,706
2025-10-12,Product B,699,Actual,699,699
2025-10-13,Product B,737,Actual,737,737
2025-10-14,Product B,740,Actual,740,740
2025-10-15,Product B,732,Actual,732,732
2025-10-16,Product B,713,Actual,713,713
2025-10-17,Product B,722,Actual,722,722
2025-10-18,Product B,703,Actual,703,703
2025-10-19,Product B,733,Actual,733,733
2025-10-20,Product B,721,Actual,721,721
2025-10-21,Product B,724,Actual,724,724
2025-10-22,Product B,745,Actual,745,745
2025-10-23,Product B,726,Actual,726,726
2025-10-24,Product B,706,Actual,706,706
2025-10-25,Product B,713,Actual,713,713
2025-10-26,Product B,712,Actual,712,712
2025-10-27,Product B,713,Actual,713,713
2025-10-28,Product B,745,Actual,745,745
2025-10-29,Product B,746,Actual,746,746
2025-10-30,Product B,723,Actual,723,723
2025-10-31,Product B,712,Actual,712,712
2025-11-01,Product B,712,Actual,712,712
2025-11-02,Product B,716,Actual,716,716
2025-11-03,Product B,740,Actual,740,740
2025-11-04,Product B,749,Actual,749,749
2025-11-05,Product B,747,Actual,747,747
2025-11-06,Product B,732,Actual,732,732
2025-11-07,Product B,728,Actual,728,728
2025-11-08,Product B,727,Actual,727,727
2025-11-09,Product B,723,Actual,723,723
2025-11-10,Product B,738,Actual,738,738
2025-11-11,Product B,755,Actual,755,755
2025-11-12,Product B,750,Actual,750,750
2025-11-13,Product B,753,Actual,753,753
2025-11-14,Product B,725,Actual,725,725
2025-11-15,Product B,717,Actual,717,717
2025-11-16,Product B,721,Actual,721,721
2025-11-17,Product B,731,Actual,731,731
2025-11-18,Product B,762,Actual,762,762
2025-11-19,Product B,751,Actual,751,751
2025-11-20,Product B,744,Actual,744,744
2025-11-21,Product B,723,Actual,723,723
2025-11-22,Product B,720,Actual,720,720
2025-11-23,Product B,720,Actual,720,720
2025-11-24,Product B,756,Actual,756,756
2025-11-25,Product B,775,Actual,775,775
2025-11-26,Product B,748,Actual,748,748
2025-11-27,Product B,746,Actual,746,746
2025-11-28,Product B,745,Actual,745,745
2025-11-29,Product B,728,Actual,728,728
2025-11-30,Product B,732,Actual,732,732
2025-12-01,Product B,762,Actual,762,762
2025-12-02,Product B,773,Actual,773,773
2025-12-03,Product B,769,Actual,769,769
2025-12-04,Product B,756,Actual,756,756
2025-12-05,Product B,750,Actual,750,750
2025-12-06,Product B,749,Actual,749,749
2025-12-07,Product B,736,Actual,736,736
2025-12-08,Product B,750,Actual,750,750
2025-12-09,Product B,782,Actual,782,782
2025-12-10,Product B,771,Actual,771,771
2025-12-11,Product B,771,Actual,771,771
2025-12-12,Product B,751,Actual,751,751
2025-12-13,Product B,740,Actual,740,740
2025-12-14,Product B,747,Actual,747,747
2025-12-15,Product B,757,Actual,757,757
2025-12-16,Product B,764,Actual,764,764
2025-12-17,Product B,783,Actual,783,783
2025-12-18,Product B,771,Actual,771,771
2025-12-19,Product B,765,Actual,765,765
2025-12-20,Product B,749,Actual,749,749
2025-12-21,Product B,752,Actual,752,752
2025-12-22,Product B,778,Actual,778,778
2025-12-23,Product B,778,Actual,778,778
2025-12-24,Product B,782,Actual,782,782
2025-12-25,Product B,788,Actual,788,788
2025-12-26,Product B,768,Actual,768,768
2025-12-27,Product B,763,Actual,763,763
2025-12-28,Product B,752,Actual,752,752
2025-12-29,Product B,782,Actual,782,782
2025-12-30,Product B,802,Actual,802,802
2025-12-31,Product B,798,Actual,798,798
2026-01-01,Product B,783,Actual,783,783
2026-01-02,Product B,773,Actual,773,773
2026-01-03,Product B,759,Actual,759,759
2026-01-04,Product B,776,Actual,776,776
2026-01-05,Product B,791,Actual,791,791
2026-01-06,Product B,797,Actual,797,797
2026-01-07,Product B,802,Actual,802,802
2026-01-08,Product B,786,Actual,786,786
2026-01-09,Product B,792,Actual,792,792
2026-01-10,Product B,772,Actual,772,772
2026-01-11,Product B,774,Actual,774,774
2026-01-12,Product B,805,Actual,805,805
2026-01-13,Product B,808,Actual,808,808
2026-01-14,Product B,805,Actual,805,805
2026-01-15,Product B,806,Actual,806,806
2026-01-16,Product B,783,Actual,783,783
2026-01-17,Product B,787,Actual,787,787
2026-01-18,Product B,787,Actual,787,787
2026-01-19,Product B,809,Actual,809,809
2026-01-20,Product B,793,Actual,793,793
2026-01-21,Product B,819,Actual,819,819
2026-01-22,Product B,810,Actual,810,810
2026-01-23,Product B,805,Actual,805,805
2026-01-24,Product B,792,Actual,792,792
2026-01-25,Product B,794,Actual,794,794
2026-01-26,Product B,800,Actual,800,800
2026-01-27,Product B,810,Actual,810,810
2026-01-28,Product B,802,Actual,802,802
2026-01-29,Product B,830,Actual,830,830
2026-01-30,Product B,780,Actual,780,780
2026-01-31,Product B,796,Actual,796,796
2026-02-01,Product B,788,Actual,788,788
2026-02-02,Product B,804,Actual,804,804
2026-02-03,Product B,796,Actual,796,796
2026-02-04,Product B,831,Actual,831,831
2026-02-05,Product B,820,Actual,820,820
2026-02-06,Product B,821,Actual,821,821
2026-02-07,Product B,787,Actual,787,787
2026-02-08,Product B,810,Actual,810,810
2026-02-09,Product B,819,Actual,819,819
2026-02-10,Product B,828,Actual,828,828
2026-02-11,Product B,830,Actual,830,830
2026-02-12,Product B,826,Actual,826,826
2026-02-13,Product B,811,Actual,811,811
2026-02-14,Product B,798,Actual,798,798
2026-02-15,Product B,827,Actual,827,827
2026-02-16,Product B,815,Actual,815,815
2026-02-17,Product B,833,Actual,833,833
2026-02-18,Product B,828,Actual,828,828
2026-02-19,Product B,823,Actual,823,823
2026-02-20,Product B,809,Actual,809,809
2026-02-21,Product B,801,Actual,801,801
2026-02-22,Product B,812,Actual,812,812
2026-02-23,Product B,820,Actual,820,820
2026-02-24,Product B,826,Actual,826,826
2026-02-25,Product B,855,Actual,855,855
2026-02-26,Product B,822,Actual,822,822
2026-02-27,Product B,816,Actual,816,816
2026-02-28,Product B,812,Actual,812,812
2026-03-01,Product B,812,Actual,812,812
2026-03-02,Product B,832,Actual,832,832
2026-03-03,Product B,832,Actual,832,832
2026-03-04,Product B,848,Actual,848,848
2026-03-05,Product B,820,Actual,820,820
2026-03-06,Product B,840,Actual,840,840
2026-03-07,Product B,838,Actual,838,838
2026-03-08,Product B,818,Actual,818,818
2026-03-09,Product B,834,Actual,834,834
2026-03-10,Product B,839,Actual,839,839
2026-03-11,Product B,820,Actual,820,820
2026-03-12,Product B,828,Actual,828,828
2026-03-13,Product B,843,Actual,843,843
2026-03-14,Product B,824,Actual,824,824
2026-03-15,Product B,826,Actual,826,826
2026-03-16,Product B,835,Actual,835,835
2026-03-17,Product B,833,Actual,833,833
2026-03-18,Product B,863,Actual,863,863
2026-03-19,Product B,861,Actual,861,861
2026-03-20,Product B,844,Actual,844,844
2026-03-21,Product B,827,Actual,827,827
2026-03-22,Product B,821,Actual,821,821
2026-03-23,Product B,841,Actual,841,841
2026-03-24,Product B,853,Actual,853,853
2026-03-25,Product B,842,Actual,842,842
2026-03-26,Product B,855,Actual,855,855
2026-03-27,Product B,822,Actual,822,822
2026-03-28,Product B,832,Actual,832,832
2026-03-29,Product B,830,Actual,830,830
2026-03-30,Product B,824,Actual,824,824
2026-03-31,Product B,862,Actual,862,862
2026-04-01,Product B,861,Actual,861,861
2026-04-02,Product B,829,Actual,829,829
2026-04-03,Product B,836,Actual,836,836
2026-04-04,Product B,823,Actual,823,823
2026-04-05,Product B,832,Actual,832,832
2026-04-06,Product B,841,Actual,841,841
2026-04-07,Product B,852,Actual,852,852
2026-04-08,Product B,863,Actual,863,863
2026-04-09,Product B,848,Actual,848,848
2026-04-10,Product B,845,Actual,845,845
2026-04-11,Product B,832,Actual,832,832
2026-04-12,Product B,844,Actual,844,844
2026-04-13,Product B,841,Actual,841,841
2026-04-14,Product B,851,Actual,851,851
2026-04-15,Product B,853,Actual,853,853
2026-04-16,Product B,850,Actual,850,850
2026-04-17,Product B,849,Actual,849,849
2026-04-18,Product B,821,Actual,821,821
2026-04-19,Product B,823,Actual,823,823
2026-04-20,Product B,863,Actual,863,863
2026-04-21,Product B,859,Actual,859,859
2026-04-22,Product B,869,Actual,869,869
2026-04-23,Product B,852,Actual,852,852
2026-04-24,Product B,824,Actual,824,824
2026-04-25,Product B,843,Actual,843,843
2026-04-26,Product B,844,Actual,844,844
2026-04-27,Product B,839,Actual,839,839
2026-04-28,Product B,861,Actual,861,861
2026-04-29,Product B,863,Actual,863,863
2026-04-30,Product B,838,Actual,838,838
2026-05-01,Product B,830,Actual,830,830
2026-05-02,Product B,838,Actual,838,838
2026-05-03,Product B,825,Actual,825,825
2026-05-04,Product B,860,Actual,860,860
2026-05-05,Product B,859,Actual,859,859
2026-05-06,Product B,860,Actual,860,860
2026-05-07,Product B,848,Actual,848,848
2026-05-08,Product B,837,Actual,837,837
2026-05-09,Product B,842,Actual,842,842
2026-05-10,Product B,822,Actual,822,822
2026-05-11,Product B,855,Actual,855,855
2026-05-12,Product B,838,Actual,838,838
2026-05-13,Product B,843,Actual,843,843
2026-05-14,Product B,843,Actual,843,843
2026-05-15,Product B,834,Actual,834,834
2026-05-16,Product B,810,Actual,810,810
2026-05-17,Product B,839,Actual,839,839
2026-05-18,Product B,837,Actual,837,837
2026-05-19,Product B,851,Actual,851,851
2026-05-20,Product B,860,Actual,860,860
2026-05-21,Product B,851,Actual,851,851
2026-05-22,Product B,829,Actual,829,829
2026-05-23,Product B,818,Actual,818,818
2026-05-24,Product B,824,Actual,824,824
2026-05-25,Product B,844,Actual,844,844
2026-05-26,Product B,825,Actual,825,825
2026-05-27,Product B,862,Actual,862,862
2026-05-28,Product B,855,Actual,855,855
2026-05-29,Product B,820,Actual,820,820
2026-05-30,Product B,798,Actual,798,798
2026-05-31,Product B,820,Actual,820,820
2026-06-01,Product B,841,Actual,841,841
2026-06-02,Product B,849,Actual,849,849
2026-06-03,Product B,832,Actual,832,832
2026-06-04,Product B,835,Actual,835,835
2026-06-05,Product B,823,Actual,823,823
2026-06-06,Product B,812,Actual,812,812
2026-06-07,Product B,826,Actual,826,826
2026-06-08,Product B,851,Actual,851,851
2026-06-09,Product B,861,Actual,861,861
2026-06-10,Product B,860,Actual,860,860
2026-06-11,Product B,833,Actual,833,833
2026-06-12,Product B,818,Actual,818,818
2026-06-13,Product B,815,Actual,815,815
2026-06-14,Product B,831,Actual,831,831
2026-06-15,Product B,829,Actual,829,829
2026-06-16,Product B,838,Actual,838,838
2026-06-17,Product B,843,Actual,843,843
2026-06-18,Product B,809,Actual,809,809
2026-06-19,Product B,822,Actual,822,822
2026-06-20,Product B,816,Actual,816,816
2026-06-21,Product B,827,Actual,827,827
2026-06-22,Product B,819,Actual,819,819
2026-06-23,Product B,849,Actual,849,849
2026-06-24,Product B,824,Actual,824,824
2026-06-25,Product B,812,Actual,812,812
2026-06-26,Product B,818,Actual,818,818
2026-06-27,Product B,821,Actual,821,821
2026-06-28,Product B,814,Actual,814,814
2026-06-29,Product B,829,Actual,829,829
2026-06-30,Product B,844,Actual,844,844
2020-01-01,Product C,298,Actual,298,298
2020-01-02,Product C,304,Actual,304,304
2020-01-03,Product C,292,Actual,292,292
2020-01-04,Product C,271,Actual,271,271
2020-01-05,Product C,286,Actual,286,286
2020-01-06,Product C,299,Actual,299,299
2020-01-07,Product C,281,Actual,281,281
2020-01-08,Product C,327,Actual,327,327
2020-01-09,Product C,299,Actual,299,299
2020-01-10,Product C,282,Actual,282,282
2020-01-11,Product C,283,Actual,283,283
2020-01-12,Product C,289,Actual,289,289
2020-01-13,Product C,307,Actual,307,307
2020-01-14,Product C,309,Actual,309,309
2020-01-15,Product C,337,Actual,337,337
2020-01-16,Product C,319,Actual,319,319
2020-01-17,Product C,308,Actual,308,308
2020-01-18,Product C,287,Actual,287,287
2020-01-19,Product C,308,Actual,308,308
2020-01-20,Product C,309,Actual,309,309
2020-01-21,Product C,333,Actual,333,333
2020-01-22,Product C,318,Actual,318,318
2020-01-23,Product C,318,Actual,318,318
2020-01-24,Product C,290,Actual,290,290
2020-01-25,Product C,282,Actual,282,282
2020-01-26,Product C,298,Actual,298,298
2020-01-27,Product C,303,Actual,303,303
2020-01-28,Product C,323,Actual,323,323
2020-01-29,Product C,311,Actual,311,311
2020-01-30,Product C,326,Actual,326,326
2020-01-31,Product C,305,Actual,305,305
2020-02-01,Product C,304,Actual,304,304
2020-02-02,Product C,302,Actual,302,302
2020-02-03,Product C,330,Actual,330,330
2020-02-04,Product C,330,Actual,330,330
2020-02-05,Product C,344,Actual,344,344
2020-02-06,Product C,315,Actual,315,315
2020-02-07,Product C,312,Actual,312,312
2020-02-08,Product C,305,Actual,305,305
2020-02-09,Product C,327,Actual,327,327
2020-02-10,Product C,318,Actual,318,318
2020-02-11,Product C,335,Actual,335,335
2020-02-12,Product C,337,Actual,337,337
2020-02-13,Product C,332,Actual,332,332
2020-02-14,Product C,320,Actual,320,320
2020-02-15,Product C,315,Actual,315,315
2020-02-16,Product C,332,Actual,332,332
2020-02-17,Product C,310,Actual,310,310
2020-02-18,Product C,347,Actual,347,347
2020-02-19,Product C,357,Actual,357,357
2020-02-20,Product C,327,Actual,327,327
2020-02-21,Product C,327,Actual,327,327
2020-02-22,Product C,318,Actual,318,318
2020-02-23,Product C,324,Actual,324,324
2020-02-24,Product C,325,Actual,325,325
2020-02-25,Product C,338,Actual,338,338
2020-02-26,Product C,360,Actual,360,360
2020-02-27,Product C,351,Actual,351,351
2020-02-28,Product C,320,Actual,320,320
2020-02-29,Product C,330,Actual,330,330
2020-03-01,Product C,298,Actual,298,298
2020-03-02,Product C,338,Actual,338,338
2020-03-03,Product C,351,Actual,351,351
2020-03-04,Product C,361,Actual,361,361
2020-03-05,Product C,360,Actual,360,360
2020-03-06,Product C,341,Actual,341,341
2020-03-07,Product C,344,Actual,344,344
2020-03-08,Product C,335,Actual,335,335
2020-03-09,Product C,333,Actual,333,333
2020-03-10,Product C,356,Actual,356,356
2020-03-11,Product C,348,Actual,348,348
2020-03-12,Product C,332,Actual,332,332
2020-03-13,Product C,312,Actual,312,312
2020-03-14,Product C,345,Actual,345,345
2020-03-15,Product C,331,Actual,331,331
2020-03-16,Product C,345,Actual,345,345
2020-03-17,Product C,358,Actual,358,358
2020-03-18,Product C,356,Actual,356,356
2020-03-19,Product C,351,Actual,351,351
2020-03-20,Product C,352,Actual,352,352
2020-03-21,Product C,341,Actual,341,341
2020-03-22,Product C,336,Actual,336,336
2020-03-23,Product C,343,Actual,343,343
2020-03-24,Product C,366,Actual,366,366
2020-03-25,Product C,371,Actual,371,371
2020-03-26,Product C,358,Actual,358,358
2020-03-27,Product C,332,Actual,332,332
2020-03-28,Product C,329,Actual,329,329
2020-03-29,Product C,337,Actual,337,337
2020-03-30,Product C,346,Actual,346,346
2020-03-31,Product C,376,Actual,376,376
2020-04-01,Product C,387,Actual,387,387
2020-04-02,Product C,353,Actual,353,353
2020-04-03,Product C,336,Actual,336,336
2020-04-04,Product C,332,Actual,332,332
2020-04-05,Product C,335,Actual,335,335
2020-04-06,Product C,344,Actual,344,344
2020-04-07,Product C,366,Actual,366,366
2020-04-08,Product C,360,Actual,360,360
2020-04-09,Product C,366,Actual,366,366
2020-04-10,Product C,358,Actual,358,358
2020-04-11,Product C,320,Actual,320,320
2020-04-12,Product C,333,Actual,333,333
2020-04-13,Product C,361,Actual,361,361
2020-04-14,Product C,360,Actual,360,360
2020-04-15,Product C,351,Actual,351,351
2020-04-16,Product C,375,Actual,375,375
2020-04-17,Product C,354,Actual,354,354
2020-04-18,Product C,320,Actual,320,320
2020-04-19,Product C,353,Actual,353,353
2020-04-20,Product C,363,Actual,363,363
2020-04-21,Product C,362,Actual,362,362
2020-04-22,Product C,357,Actual,357,357
2020-04-23,Product C,357,Actual,357,357
2020-04-24,Product C,336,Actual,336,336
2020-04-25,Product C,349,Actual,349,349
2020-04-26,Product C,341,Actual,341,341
2020-04-27,Product C,360,Actual,360,360
2020-04-28,Product C,367,Actual,367,367
2020-04-29,Product C,380,Actual,380,380
2020-04-30,Product C,365,Actual,365,365
2020-05-01,Product C,347,Actual,347,347
2020-05-02,Product C,354,Actual,354,354
2020-05-03,Product C,334,Actual,334,334
2020-05-04,Product C,357,Actual,357,357
2020-05-05,Product C,373,Actual,373,373
2020-05-06,Product C,372,Actual,372,372
2020-05-07,Product C,371,Actual,371,371
2020-05-08,Product C,337,Actual,337,337
2020-05-09,Product C,328,Actual,328,328
2020-05-10,Product C,357,Actual,357,357
2020-05-11,Product C,351,Actual,351,351
2020-05-12,Product C,370,Actual,370,370
2020-05-13,Product C,376,Actual,376,376
2020-05-14,Product C,340,Actual,340,340
2020-05-15,Product C,346,Actual,346,346
2020-05-16,Product C,343,Actual,343,343
